Publication,Year_FY,Published_Date,Zone_No,Zone_Name,Peak_£/kW,YearRound_£/kW,HH_SGD_Adjustment_£/kW,HHTariff(Floored)_£/kW
Draft,2022,30/11/2020,10,South Wales,-3.943770,7.027156,0.000000,57.425898
Draft,2022,30/11/2020,11,South East,3.707807,-0.075189,0.000000,57.975131
Draft,2022,30/11/2020,12,London,5.131544,0.978182,0.000000,60.452238
Draft,2022,30/11/2020,13,Southern,1.985722,3.794496,0.000000,60.122730
Draft,2022,30/11/2020,14,South Western,1.486458,7.178559,0.000000,63.007529
Final,2022,31/01/2021,1,Northern Scotland,-2.013342,-30.841930,0.000000,20.376396
Final,2022,31/01/2021,2,Southern Scotland,-2.612608,-21.318889,0.000000,29.300172
Final,2022,31/01/2021,3,Northern,-3.209290,-8.578331,0.000000,41.444048
Final,2022,31/01/2021,4,North West,-2.249279,-2.945839,0.000000,48.036551
Final,2022,31/01/2021,5,Yorkshire,-2.446646,-2.088825,0.000000,48.696198
Final,2022,31/01/2021,6,N Wales & Mersey,-2.335045,-1.443902,0.000000,49.452722
Final,2022,31/01/2021,7,East Midlands,-2.314464,1.510947,0.000000,52.428151
Final,2022,31/01/2021,8,Midlands,-1.877486,2.605789,0.000000,53.959972
Final,2022,31/01/2021,9,Eastern,1.279156,-0.226889,0.000000,54.283935
Final,2022,31/01/2021,10,South Wales,-3.843690,6.848829,0.000000,56.236808
Final,2022,31/01/2021,11,South East,3.613715,-0.073281,0.000000,56.772103
Final,2022,31/01/2021,12,London,5.001322,0.953359,0.000000,59.186350
Final,2022,31/01/2021,13,Southern,1.935331,3.698204,0.000000,58.865203
Final,2022,31/01/2021,14,South Western,1.448736,6.996391,0.000000,61.676796
Forecast,2023,31/08/2020,1,Northern Scotland,-2.120848,-30.537605,0.000000,0.000000
Forecast,2023,31/08/2020,2,Southern Scotland,-2.931055,-22.128798,0.000000,0.000000
Forecast,2023,31/08/2020,3,Northern,-3.440106,-8.853159,0.000000,0.000000
Forecast,2023,31/08/2020,4,North West,-2.343404,-3.579961,0.000000,0.000000
Forecast,2023,31/08/2020,5,Yorkshire,-2.565386,-2.012988,0.000000,0.000000
Forecast,2023,31/08/2020,6,N Wales & Mersey,-2.609869,-1.152277,0.000000,0.000000
Forecast,2023,31/08/2020,7,East Midlands,-2.301907,1.811319,0.000000,0.000000
Forecast,2023,31/08/2020,8,Midlands,-2.358515,3.002248,0.000000,0.643733
Forecast,2023,31/08/2020,9,Eastern,1.496991,0.008111,0.000000,1.505102
Forecast,2023,31/08/2020,10,South Wales,-6.379240,5.051845,0.000000,0.000000
Forecast,2023,31/08/2020,11,South East,4.266807,0.462650,0.000000,4.729457
Forecast,2023,31/08/2020,12,London,5.967227,0.888867,0.000000,6.856094
Forecast,2023,31/08/2020,13,Southern,2.225905,4.043216,0.000000,6.269121
Forecast,2023,31/08/2020,14,South Western,-0.313549,5.849555,0.000000,5.536007
Forecast,2024,31/08/2020,1,Northern Scotland,-1.973656,-32.337055,0.000000,0.000000
Forecast,2024,31/08/2020,2,Southern Scotland,-2.751878,-23.512261,0.000000,0.000000
Forecast,2024,31/08/2020,3,Northern,-2.833607,-9.862849,0.000000,0.000000
Forecast,2024,31/08/2020,4,North West,-2.244415,-3.950582,0.000000,0.000000
Forecast,2024,31/08/2020,5,Yorkshire,-2.125462,-2.651613,0.000000,0.000000
Forecast,2024,31/08/2020,6,N Wales & Mersey,-3.214432,-0.794429,0.000000,0.000000
Forecast,2024,31/08/2020,7,East Midlands,-2.011149,1.476214,0.000000,0.000000
Forecast,2024,31/08/2020,8,Midlands,-2.502441,2.930242,0.000000,0.427801
Forecast,2024,31/08/2020,9,Eastern,1.916427,-0.338457,0.000000,1.577970
Forecast,2024,31/08/2020,10,South Wales,-6.851437,5.045788,0.000000,0.000000
Forecast,2024,31/08/2020,11,South East,3.977462,0.512093,0.000000,4.489555
Forecast,2024,31/08/2020,12,London,5.674132,1.507428,0.000000,7.181561
Forecast,2024,31/08/2020,13,Southern,2.019855,4.113136,0.000000,6.132991
Forecast,2024,31/08/2020,14,South Western,-0.755863,5.969684,0.000000,5.213821
Forecast,2025,31/08/2020,1,Northern Scotland,-0.529858,-35.026238,0.000000,0.000000
Forecast,2025,31/08/2020,2,Southern Scotland,-2.016706,-25.279105,0.000000,0.000000
Forecast,2025,31/08/2020,3,Northern,-2.622187,-10.800001,0.000000,0.000000
Forecast,2025,31/08/2020,4,North West,-1.567902,-5.018558,0.000000,0.000000
Forecast,2025,31/08/2020,5,Yorkshire,-1.625727,-3.518909,0.000000,0.000000
Forecast,2025,31/08/2020,6,N Wales & Mersey,-1.684265,-2.496122,0.000000,0.000000
Forecast,2025,31/08/2020,7,East Midlands,-1.918641,1.345128,0.000000,0.000000
Forecast,2025,31/08/2020,8,Midlands,-1.806512,2.453164,0.000000,0.646652
Forecast,2025,31/08/2020,9,Eastern,0.929495,-0.188668,0.000000,0.740827
Forecast,2025,31/08/2020,10,South Wales,-6.558635,5.621568,0.000000,0.000000
Forecast,2025,31/08/2020,11,South East,3.437698,1.254586,0.000000,4.692284
Forecast,2025,31/08/2020,12,London,4.467834,1.623179,0.000000,6.091014
Forecast,2025,31/08/2020,13,Southern,1.693892,4.846169,0.000000,6.540061
Forecast,2025,31/08/2020,14,South Western,-0.262426,7.004498,0.000000,6.742072
Forecast,2026,31/08/2020,1,Northern Scotland,-1.997004,-35.604403,0.000000,0.000000
Forecast,2026,31/08/2020,2,Southern Scotland,-3.089473,-25.494838,0.000000,0.000000
Forecast,2026,31/08/2020,3,Northern,-3.802669,-10.020174,0.000000,0.000000
Forecast,2026,31/08/2020,4,North West,-2.080938,-5.110530,0.000000,0.000000
Forecast,2026,31/08/2020,5,Yorkshire,-2.812820,-2.807457,0.000000,0.000000
Forecast,2026,31/08/2020,6,N Wales & Mersey,-2.180538,-2.704187,0.000000,0.000000
Forecast,2026,31/08/2020,7,East Midlands,-2.303900,1.342851,0.000000,0.000000
Forecast,2026,31/08/2020,8,Midlands,-2.085116,2.077969,0.000000,0.000000
Forecast,2026,31/08/2020,9,Eastern,1.454783,-0.427155,0.000000,1.027628
Forecast,2026,31/08/2020,10,South Wales,-5.807637,6.147007,0.000000,0.339370
Forecast,2026,31/08/2020,11,South East,4.020667,0.925581,0.000000,4.946248
Forecast,2026,31/08/2020,12,London,5.598163,1.873561,0.000000,7.471724
Forecast,2026,31/08/2020,13,Southern,2.040672,4.547151,0.000000,6.587823
Forecast,2026,31/08/2020,14,South Western,0.212991,7.032288,0.000000,7.245279
